Fire_Name,County,City,Lat,Lng,Start_Date,End_Date,Agency,Acres,Cause
Ft. Hunter Ligget,Monterey,King City,36.2127,-121.1261,8/10/2002,8/11/2002,MIL,1400,Under Invest.
Ft. Hunter Ligget,Monterey,King City,36.2127,-121.1261,8/10/2002,8/11/2002,MIL,1400,Under Invest.
Bryant,Riverside,Riverside,33.9534,-117.3962,8/11/2002,8/12/2002,CDF,498,Play/W/Fire
Supply HIA Assist #1,Humboldt,Fortuna,40.5974,-124.1561,8/14/2002,8/18/2002,BIA,410,Under Invest.
Redhill,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,8/17/2002,8/19/2002,USFS,715,Under Invest.
Showers,El Dorado,Diamond Springs,38.6946,-120.815,8/19/2002,8/21/2002,USFS,384,Human
Assist #73,San Diego,San Diego,32.7174,-117.1628,8/24/2002,8/25/2002,USFS,850,Undetermined
Lytle,San Bernardino,San Bernardino,34.1083,-117.2898,8/29/2002,9/4/2002,USFS,554,Under Invest.
Hickok,El Dorado,Diamond Springs,38.6946,-120.815,8/31/2002,8/31/2002,CDF,775,Play/W/Fire
Freeway,Los Angeles,Los Angeles,34.0549,-118.2445,9/1/2002,9/3/2002,CC,1043,Under Invest.
Curve BDU8451 379,Los Angeles,Los Angeles,34.0549,-118.2445,9/1/2002,9/5/2003,USFS,20857,Under Invest.
Squirrel,Shasta,Shasta Lake,40.68,-122.3627,9/3/2002,9/3/2002,CDF,625,Smoking
Leona,Los Angeles,Los Angeles,34.0549,-118.2445,9/3/2002,9/6/2002,USFS,5124,Under Invest.
Mountain,Los Angeles,Los Angeles,34.0549,-118.2445,9/9/2002,9/11/2002,CC,1200,Under Invest.
Mountain,Los Angeles,Los Angeles,34.0549,-118.2445,9/9/2002,9/11/2002,CC,1200,Under Invest.
Oasis Inc.,Los Angeles,Los Angeles,34.0549,-118.2445,9/14/2002,9/14/2002,CC,1305,Under Invest.
Oasis Inc.,Los Angeles,Los Angeles,34.0549,-118.2445,9/14/2002,9/14/2002,CC,1305,Under Invest.
Burns,Mendocino,Willits,39.4096,-123.3556,9/19/2002,9/20/2002,CDF,485,Undetermined
Burns,Mendocino,Willits,39.4096,-123.3556,9/19/2002,9/20/2002,CDF,485,Undetermined
Williams,Los Angeles,Los Angeles,34.0549,-118.2445,9/22/2002,10/7/2002,CC,38094,Under Invest.
Williams,Los Angeles,Los Angeles,34.0549,-118.2445,9/22/2002,10/7/2002,CC,38094,Under Invest.
Croy,Santa Clara,Saratoga,37.2638,-122.0231,9/23/2002,9/28/2002,CDF,3127,Elec. Power
Croy,Santa Clara,Saratoga,37.2638,-122.0231,9/23/2002,9/28/2002,CDF,3127,Elec. Power
Paiute,Inyo,Bishop,37.365,-118.3947,9/24/2002,9/24/2002,USFS,391,Human
Paiute,Inyo,Bishop,37.365,-118.3947,9/24/2002,9/24/2002,USFS,391,Human
Cone,Lassen,Susanville,40.4163,-120.6531,9/26/2002,9/30/2002,USFS,2006,Under Invest.
,Tehama,Red Bluff,40.1785,-122.2359,10/1/2002,10/1/2002,CDF,300,Vehicle
Sixteen,Yolo,Yolo,38.7318,-121.8078,10/1/2002,10/2/2002,CDF,1500,Undetermined
Rock Creek 2,Madera,Madera Acres,37.0191,-120.0669,11/25/2002,11/27/2002,USFS,415,
Sourgrass Complex,Calaveras,Angels Camp,38.0683,-120.5397,11/25/2002,11/30/2002,CDF,635,Debris Burning
Plum,El Dorado,Diamond Springs,38.6946,-120.815,11/26/2002,11/28/2002,USFS,1765,
Assist (Pacific),Los Angeles,Los Angeles,34.0549,-118.2445,1/6/2003,1/7/2003,CC,1300,n/a
Local,Riverside,Riverside,33.9534,-117.3962,2/23/2003,2/23/2003,Local,12000,Escape
Lundy,Mono,Mammoth Lakes,37.6433,-118.9669,4/24/2003,4/26/2003,Local,600,n/a
Delima,Tulare,Camp Nelson,36.1427,-118.6093,5/3/2003,5/3/2003,Local,3000,Misc.
New Idria/Griswold,San Benito,Pinnacles,36.5308,-121.1452,5/18/2003,5/18/2003,USFS,628,Vehicle
FKU-6009,Fresno,Fresno,36.7394,-119.7849,5/28/2003,5/28/2003,Local,1000,Smoking
Del Puerto Cyn.,Stanislaus,Modesto,37.6391,-120.9969,5/29/2003,6/1/2003,CDF,597,Equip. Use
Bird,San Joaquin,Stockton,37.9577,-121.2908,6/1/2003,6/1/2003,CDF,6804,Equip. Use
Fish (McNamera),Merced,Merced,37.303,-120.4844,6/2/2003,6/2/2003,Local,650,Debris Burning
SNF Assist (165),Merced,Merced,37.303,-120.4844,6/5/2003,6/10/2003,USFS,300,n/a
Shallock,Kern,Bakersfield,35.3739,-119.0195,6/6/2003,6/6/2003,CC,564,vehicle
Gyle,Tehama,Red Bluff,40.1785,-122.2359,6/10/2003,6/10/2003,Local,300,Equip. Use
152,Merced,Merced,37.303,-120.4844,6/15/2003,6/16/2003,CDF,1558,Munition
Caliente,Kern,Bakersfield,35.3739,-119.0195,6/16/2003,6/17/2003,CC,1223,n/a
Sycamore,San Diego,San Diego,32.7174,-117.1628,6/17/2003,6/18/2003,CDF,404,n/a
Assist ABC Misc.,Inyo,Bishop,37.365,-118.3947,6/18/2003,6/22/2003,USFS,1173,Lightning
FKU-7076,Fresno,Fresno,36.7394,-119.7849,6/19/2003,6/19/2003,Local,15000,Hostile Fire
Nature,Tehama,Red Bluff,40.1785,-122.2359,6/23/2003,6/23/2003,CDF,610,Undetermined
26 Fire,Madera,Madera Acres,37.0191,-120.0669,6/23/2003,6/23/2003,CDF,700,Undetermined
Hwy 70,Butte,Paradise,39.7596,-121.622,6/24/2003,6/24/2003,Local,368,Vehicle
Kern #8 (Martinez #2),Kern,Bakersfield,35.3739,-119.0195,6/26/2003,6/27/2003,CDF,329,n/a
Sawmill,Riverside,Riverside,33.9534,-117.3962,6/26/2003,7/1/2003,CC,536,n/a
Chimney,Tulare,Camp Nelson,36.1427,-118.6093,6/28/2003,6/29/2003,BIA,565,n/a
Friday,Humboldt,Fortuna,40.5974,-124.1561,6/29/2003,6/30/2003,USFS,389,n/a
Capay,Yolo,Yolo,38.7318,-121.8078,6/29/2003,6/29/2003,CDF,400,Smoking
Tejon,Kern,Bakersfield,35.3739,-119.0195,6/29/2003,6/29/2005,CC,1155,n/a
I-5,Merced,Merced,37.303,-120.4844,6/30/2003,6/30/2003,CDF,1000,Campfire
Forty,Lake,Lakeport,39.043,-122.9159,7/1/2003,7/1/2003,CDF,300,Arson
Hwy 25,San Benito,Pinnacles,36.5308,-121.1452,7/2/2003,7/2/2003,Local,360,Vehicle
Dain,San Benito,Pinnacles,36.5308,-121.1452,7/2/2003,7/2/2003,CDF,500,Equip. Use
A-3,Lassen,Susanville,40.4163,-120.6531,7/2/2003,7/2/2003,CDF,1100,Vehicle
Hunter #9,Mariposa,Yosemite Valley,37.7344,-119.6065,7/3/2003,7/4/2003,CDF,641,Equip. Use
State Fire,Riverside,Riverside,33.9534,-117.3962,7/3/2003,7/3/2003,CDF,855,Smoking
Stage,Riverside,Riverside,33.9534,-117.3962,7/4/2003,7/4/2003,CDF,1700,Vehicle
Kern #10 (Pump),Kern,Bakersfield,35.3739,-119.0195,7/7/2003,7/7/2003,CC,747,Equip. Use
North Fork,Madera,Madera Acres,37.0191,-120.0669,7/8/2003,7/10/2003,CDF,360,Vehicle
YNP #1734 (Woodlot),Mariposa,Yosemite Valley,37.7344,-119.6065,7/8/2003,7/11/2003,NPS,458,Undetermined
Frazier,Tulare,Camp Nelson,36.1427,-118.6093,7/8/2003,7/7/2003,CDF,699,Equipment
Castle,Tulare,Camp Nelson,36.1427,-118.6093,7/12/2003,7/12/2003,CDF,320,Arson
CoopersTown #2,Stanislaus,Modesto,37.6391,-120.9969,7/12/2003,7/12/2003,CDF,396,Equip. Use
Greig,Stanislaus,Modesto,37.6391,-120.9969,7/13/2003,7/13/2003,CDF,420,Vehicle
Kern #14 (Hillside),Kern,Bakersfield,35.3739,-119.0195,7/15/2003,7/16/2003,CC,835,Equip. Use
Coyote,San Diego,San Diego,32.7174,-117.1628,7/16/2003,7/26/2003,CDF,18705,Lightning
Grant,Merced,Merced,37.303,-120.4844,7/18/2003,7/18/2003,Local,500,Undetermined
BLM U575 (Ram),Lassen,Susanville,40.4163,-120.6531,7/20/2003,7/21/2003,BLM,375,Lightning
Parkhill,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,7/20/2003,7/22/2003,CDF,1200,Vehicle
Grapevine Kern #15,Kern,Bakersfield,35.3739,-119.0195,7/20/2003,7/20/2003,CC,1830,Undetermined
STF #8 (Mountain Co,Tuolumne,Tuolumne,37.9608,-120.2375,7/20/2003,10/3/2003,USFS,3747,Lightning
Del Puerto,Stanislaus,Modesto,37.6391,-120.9969,7/20/2003,7/22/2003,CDF,5170,Lightning
BLM-U580/Smoke,Lassen,Susanville,40.4163,-120.6531,7/21/2003,7/25/2003,BLM,8010,Lightning
Shinn BLM 590,Lassen,Susanville,40.4163,-120.6531,7/22/2003,7/22/2003,BLM,950,Lightning
Local,Riverside,Riverside,33.9534,-117.3962,7/22/2003,7/22/2003,Local,2020,Undetermined
Basin,Kern,Bakersfield,35.3739,-119.0195,7/23/2003,7/25/2003,CC,1002,n/a
River,Madera,Madera Acres,37.0191,-120.0669,7/25/2003,7/25/2003,Local,300,Undetermined
Canyon,Riverside,Riverside,33.9534,-117.3962,7/25/2003,7/27/2003,CDF,4336,Arson
Little Kern (China),Kern,Bakersfield,35.3739,-119.0195,7/30/2003,8/3/2003,USFS,509,Lightning
BLM U 643 (Barber),Modoc,Alturas,41.4871,-120.5424,7/31/2003,8/1/2003,BLM,1330,Lightning
TIA 2415 ( Cooney),Tulare,Camp Nelson,36.1427,-118.6093,7/31/2003,8/27/2003,USFS,1928,Lightning
Hoover,Stanislaus,Modesto,37.6391,-120.9969,8/4/2003,8/4/2003,CDF,2000,Lightning
Chimney Incident,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,8/10/2003,8/11/2003,CDF,1500,Vehicle
Local/Highway,Riverside,Riverside,33.9534,-117.3962,8/18/2003,8/18/2003,Local,300,Arson
Locust,Riverside,Riverside,33.9534,-117.3962,8/18/2003,8/20/2003,CDF,1898,Rekindle
Plus,Santa Clara,Saratoga,37.2638,-122.0231,8/20/2003,8/20/2003,Local,500,Equipment
Alamos,Los Angeles,Los Angeles,34.0549,-118.2445,8/23/2003,8/24/2003,USFS,300,Undetermined
Santa Clara Complex,Santa Clara,Saratoga,37.2638,-122.0231,8/25/2003,9/2/2003,CDF,30170,Lightning
Pittsburg,Contra Costa,Concord,37.9769,-122.0336,8/26/2003,8/26/2003,CDF,300,Lightning
White Rock,Mariposa,Yosemite Valley,37.7344,-119.6065,8/26/2003,8/26/2003,CDF,640,Lightning
Lightning 23,Tuolumne,Tuolumne,37.9608,-120.2375,8/26/2003,8/26/2003,CDF,800,Lightning
Smith,Tulare,Camp Nelson,36.1427,-118.6093,8/27/2003,8/27/2003,Local,320,Vehicle
TNF 1993 (Cod Comp,Placer,Last Chance,39.1113,-120.6247,9/1/2003,9/1/2003,USFS,830,Lightning
Assist (Dexter),Mono,Mammoth Lakes,37.6433,-118.9669,9/2/2003,9/2/2003,USFS,2515,Lightning
SITES,Lake,Lakeport,39.043,-122.9159,9/3/2003,9/4/2003,CDF,390,Lightning
40,Yolo,Yolo,38.7318,-121.8078,9/3/2003,9/3/2003,CDF,1400,Arson
MNF-964 Asst / Smok,Lake,Lakeport,39.043,-122.9159,9/3/2003,9/10/2003,USFS,3500,Lightning
MNF Assist (Grindsto,Glenn,Glenn,39.5218,-122.0139,9/3/2003,9/3/2003,USFS,8019,Lightning
Lightning Honeydew 4,Humboldt,Fortuna,40.5974,-124.1561,9/3/2003,9/3/2003,CDF,13846,Lightning
Canoe,Humboldt,Fortuna,40.5974,-124.1561,9/3/2003,10/15/2003,CDF,24882,Lightning
SHF Assist (Loma),Trinity,Hayfork,40.5543,-123.1831,9/14/2003,9/22/2003,USFS,3074,n/a
Sierra (Rocklin Assis,Placer,Last Chance,39.1113,-120.6247,9/18/2003,9/18/2003,LOCAL,594,Under Invest.
Sierra (Rocklin Assis,Placer,Last Chance,39.1113,-120.6247,9/18/2003,9/18/2003,LOCAL,594,Under Invest.
NPS #6 Paradise,Tulare,Camp Nelson,36.1427,-118.6093,9/27/2003,10/19/2003,NPS,1298,Lightning
Gorman,San Bernardino,San Bernardino,34.1083,-117.2898,9/28/2003,9/29/2003,CDF,300,Undetermined
MNF Assist (Spanish),Tehama,Red Bluff,40.1785,-122.2359,9/28/2003,10/2/2003,USFS,6050,n/a
Lytle,San Bernardino,San Bernardino,34.1083,-117.2898,10/1/2003,10/1/2003,USFS,903,n/a
Pass,Riverside,Riverside,33.9534,-117.3962,10/21/2003,10/23/2003,CDF,2397,Arson
Assist 68 (Roblar 2),San Diego,San Diego,32.7174,-117.1628,10/21/2003,10/27/2003,MIL,8592,n/a
Grand Prix,San Bernardino,San Bernardino,34.1083,-117.2898,10/21/2003,11/5/2003,CDF,66894,Undetermined
Piru,Ventura,Ventura,34.2783,-119.2932,10/23/2003,11/14/2003,CC,63991,n/a
Assist Verdale,Los Angeles,Los Angeles,34.0549,-118.2445,10/24/2003,10/24/2003,CC,8650,n/a
Simi,Ventura,Ventura,34.2783,-119.2932,10/25/2003,11/3/2003,CC,108204,n/a
Cedar,San Diego,San Diego,32.7174,-117.1628,10/25/2003,11/4/2003,USFS,273246,Human
Tuk,Humboldt,Fortuna,40.5974,-124.1561,10/26/2003,10/30/2003,NPS,315,N/A
Mountain,Riverside,Riverside,33.9534,-117.3962,10/26/2003,10/29/2003,CDF,10000,Equip. Use
Mine,San Diego,San Diego,32.7174,-117.1628,10/26/2003,10/28/2003,CDF,46000,Arson
Paradise,San Diego,San Diego,32.7174,-117.1628,10/26/2003,11/6/2003,CDF,56700,Equip. Use
Whitmore,Shasta,Shasta Lake,40.68,-122.3627,10/27/2003,10/30/2003,CDF,1200,Undetermined
Pine,Mendocino,Willits,39.4096,-123.3556,11/26/2003,11/28/2003,CDF,1200,Escape
Sand,Modoc,Alturas,41.4871,-120.5424,11/28/2003,11/29/2003,USFS,300,Escape
UPPER SANTA ANA,San Bernardino,San Bernardino,34.1083,-117.2898,3/25/2004,3/26/2004,USFS,350,ESCAPE
SHF ASSIST (HAMILTON),Tehama,Red Bluff,40.1785,-122.2359,4/9/2004,4/12/2004,USFS,301,HUMAN
PLEASURE FIRE,Riverside,Riverside,33.9534,-117.3962,4/25/2004,4/26/2004,CDF,2464,VEHICLE
GAFFORD,Riverside,Riverside,33.9534,-117.3962,5/2/2004,5/3/2004,CDF,450,UNDETERMINED
ASSIST #31 (INDIA FIRE),San Diego,San Diego,32.7174,-117.1628,5/2/2004,5/3/2004,MIL.,2040,UI
EAGLE,Riverside,Riverside,33.9534,-117.3962,5/2/2004,5/7/2004,CDF,8831,UNDETERMINED
SCHOOL INC.,Riverside,Riverside,33.9534,-117.3962,5/3/2004,5/3/2004,CDF,377,DEBRIS
ASSIST #6 (CACHUMA),Santa Barbara,Santa Barbara,34.4221,-119.7027,5/3/2004,5/7/2004,LOC,1127,UI
CERRITO FIRE 681,Riverside,Riverside,33.9534,-117.3962,5/3/2004,5/7/2004,CDF,16460,UNDETERMINED
FRAZIER,Tulare,Camp Nelson,36.1427,-118.6093,5/7/2004,5/7/2004,CDF,750,EQUIP. USE
COTTONWOOD,Riverside,Riverside,33.9534,-117.3962,5/12/2004,5/15/2004,CDF,1845,CAMPFIRE
COTTONWOOD,Plumas,East Quincy,39.9341,-120.8981,5/18/2004,5/18/2004,USFS,560,HUMAN
BASALT,Merced,Merced,37.303,-120.4844,5/21/2004,5/21/2004,CDF,300,EQUIP. USE
STAGE,Tulare,Camp Nelson,36.1427,-118.6093,5/21/2004,5/21/2004,CDF,313,POWERLINE
BEALE,Yuba,Yuba City,39.1404,-121.617,6/3/2004,6/3/2004,CDF,300,POWERLINE
PRIDMORE,Santa Clara,Saratoga,37.2638,-122.0231,6/4/2004,6/4/2004,CDF,300,VEHICLE
GAVIOTA,Santa Barbara,Santa Barbara,34.4221,-119.7027,6/5/2004,6/11/2004,CC,7440,UI
CASTLE,Tulare,Camp Nelson,36.1427,-118.6093,6/8/2004,6/8/2004,CDF,571,UNDETERMINED
SOURCE,Madera,Madera Acres,37.0191,-120.0669,6/16/2004,6/16/2004,USFS,385,UI
KERN #11 (WEST FIRE),Kern,Bakersfield,35.3739,-119.0195,6/18/2004,6/18/2004,CC,550,HUMAN
MOKE ASSIST,Amador,Amador City,38.4194,-120.8242,6/20/2004,6/20/2004,USFS,400,UNDETERMINED
SKEDADDLE,Lassen,Susanville,40.4163,-120.6531,6/22/2004,6/24/2004,USFS,368,LIGHTNING
CRAG,Tulare,Camp Nelson,36.1427,-118.6093,6/24/2004,6/24/2004,USFS,871,LIGHTNING
ASSIST ANF (INTERSTATE06/26/04,Los Angeles,Los Angeles,34.0549,-118.2445,6/26/2004,6/26/2004,USFS,300,HUMAN
FKU-7654,Fresno,Fresno,36.7394,-119.7849,6/26/2004,6/26/2004,LOC,5000,CONTROL BURN
MEADOW,Mariposa,Yosemite Valley,37.7344,-119.6065,6/27/2004,7/1/2004,USFS,5060,LIGHTNING
BLUFF WFU,Shasta,Shasta Lake,40.68,-122.3627,6/28/2004,6/28/2004,NPS,3304,LIGHTNING
CABEU002411 (CHULAR),Monterey,King City,36.2127,-121.1261,6/30/2004,7/1/2004,CDF,300,POWERLINE
"BLACK, H",Tuolumne,Tuolumne,37.9608,-120.2375,7/1/2004,7/1/2004,CDF,375,LIGHTNING
WARNER,San Diego,San Diego,32.7174,-117.1628,7/1/2004,7/1/2004,CDF,600,UNDETERMINED
CORRAL HOLLOW,Santa Cruz,Felton,37.0513,-122.0733,7/10/2004,7/11/2004,CDF,700,ELEC. POW.
GATOS,Fresno,Fresno,36.7394,-119.7849,7/11/2004,7/13/2004,CDF,1307,POWERLINE
VERBENIA,Riverside,Riverside,33.9534,-117.3962,7/11/2004,7/16/2004,CDF,3833,UNDETERMINED
PINE,Los Angeles,Los Angeles,34.0549,-118.2445,7/12/2004,7/21/2004,CC,17418,HUMAN
SUNSET,Placer,Last Chance,39.1113,-120.6247,7/13/2004,7/13/2004,LOC,320,UNDETERMINED
LAKEVIEW,Riverside,Riverside,33.9534,-117.3962,7/13/2004,7/13/2004,CDF,350,UNDETERMINED
MATAGUARY,San Diego,San Diego,32.7174,-117.1628,7/13/2004,7/15/2004,CDF,8649,P/W/F
ROCKYKRN#1,Kern,Bakersfield,35.3739,-119.0195,7/14/2004,7/14/2004,CC,510,UI
SILVER,Santa Clara,Saratoga,37.2638,-122.0231,7/15/2004,7/16/2004,LOC,435,UI
STATE (MELTON),Riverside,Riverside,33.9534,-117.3962,7/17/2004,7/20/2004,CDF,3667,MISC.
ASSIST (FOOTHILL),Los Angeles,Los Angeles,34.0549,-118.2445,7/17/2004,7/21/2004,CC/USFS,6002,UI
MENDOTA,Fresno,Fresno,36.7394,-119.7849,7/18/2004,7/18/2004,LOC,500,SMOKING
PELICAN,Stanislaus,Modesto,37.6391,-120.9969,7/19/2004,7/24/2004,LOC,1500,HUMAN
JALAMA,Santa Barbara,Santa Barbara,34.4221,-119.7027,7/20/2004,7/22/2004,LOC,307,UI
USFS #6 (CAMP),Kern,Bakersfield,35.3739,-119.0195,7/22/2004,7/23/2004,USFS,700,HUMAN
STATE,Riverside,Riverside,33.9534,-117.3962,7/22/2004,7/22/2004,CDF,750,UNDETERMINED
STRAYLOR,Lassen,Susanville,40.4163,-120.6531,7/22/2004,7/29/2004,CDF,3422,VEHICLE
ASSIST (CROWN COMPLE 07/20/04,Los Angeles,Los Angeles,34.0549,-118.2445,7/23/2004,7/23/2004,USFS,18026,HUMAN
LIGHT#37,Siskiyou,Yreka,41.7326,-122.6378,7/24/2004,7/24/2004,CDF,400,LIGHTNING
IRONGATE,Siskiyou,Yreka,41.7326,-122.6378,7/24/2004,7/26/2004,CDF,2400,LIGHTNING
ARMSTRONG #2,Calaveras,Angels Camp,38.0683,-120.5397,7/27/2004,8/14/2004,CDF,879,ARSON
SIMS,Trinity,Hayfork,40.5543,-123.1831,7/28/2004,8/3/2004,USFS,4030,UI
HWY 4 #2,Calaveras,Angels Camp,38.0683,-120.5397,8/6/2004,8/9/2004,CDF,3443,UNDETERMINED
EAST ANF 2861,Los Angeles,Los Angeles,34.0549,-118.2445,8/7/2004,8/9/2004,USFS,1330,N/A
CREEK,Mendocino,Willits,39.4096,-123.3556,8/8/2004,8/11/2004,CDF,328,UNDETERMINED
STEVENS,Placer,Last Chance,39.1113,-120.6247,8/8/2004,8/12/2004,CDF,934,ELEC. POW.
KINCAID,Santa Clara,Saratoga,37.2638,-122.0231,8/8/2004,8/10/2004,CDF,1246,UNDETERMINED
HUNT,Calaveras,Angels Camp,38.0683,-120.5397,8/10/2004,8/12/2004,CDF,600,EQUIP. USE
EARLY,Tuolumne,Tuolumne,37.9608,-120.2375,8/11/2004,8/9/2004,USFS,1670,UI
OREGON,Butte,Paradise,39.7596,-121.622,8/11/2004,8/15/2004,CDF,2030,ELEC. POW.
BEAR,Shasta,Shasta Lake,40.68,-122.3627,8/11/2004,8/16/2004,CDF,10848,EQUIP. USE
DEEP,Tulare,Camp Nelson,36.1427,-118.6093,8/12/2004,8/16/2004,USFS,3148,HUMAN
NOD BBT4 (SNAKE),Lassen,Susanville,40.4163,-120.6531,8/13/2004,8/16/2004,BLM,500,LIGHTNING
STONEY,Lassen,Susanville,40.4163,-120.6531,8/13/2004,8/16/2004,BLM,500,LIGHTNING
LGT#60 (BELFAST),Lassen,Susanville,40.4163,-120.6531,8/13/2004,8/16/2004,CDF/BLM,500,LIGHTNING
FRENCH,Shasta,Shasta Lake,40.68,-122.3627,8/14/2004,8/20/2004,CDF,13005,UNDETERMINED
MIX (VACA),Solano,Fairfield,38.2494,-122.04,8/18/2004,8/20/2004,CDF,377,ARSON
LONG,Sonoma,Sonoma,38.2931,-122.4577,8/26/2004,8/26/2004,CDF,400,UNDETERMINED
BEAR,Mariposa,Yosemite Valley,37.7344,-119.6065,9/2/2004,9/4/2004,CDF,400,UNDETERMINED
PATTISON,Calaveras,Angels Camp,38.0683,-120.5397,9/3/2004,9/5/2004,CDF,2476,VEHICLE
GEYSERS,Lake,Lakeport,39.043,-122.9159,9/3/2004,9/8/2004,CDF,12525,ELEC. POW.
SCOTT,Sacramento,Sacramento,38.5816,-121.4944,9/4/2004,9/4/2004,CDF,700,UNDETERMINED
CEMENT,NAPA,Napa,38.2971,-122.2856,9/4/2004,9/4/2004,CDF,1100,UNDETERMINED
DOLCINI,Marin,Novato,38.1062,-122.5682,9/7/2004,9/9/2004,CC,360,UI
CHINA,Kern,Bakersfield,35.3739,-119.0195,9/11/2004,9/12/2004,USFS,314,UI
STF #2191,Tuolumne,Tuolumne,37.9608,-120.2375,9/12/2004,9/12/2004,USFS,800,UI
OLD HIGHWAY,Mariposa,Yosemite Valley,37.7344,-119.6065,9/12/2004,9/15/2004,CDF,1347,DEBRIS
POWER,Amador,Amador City,38.4194,-120.8242,10/6/2004,10/21/2004,USFS,16800,UI
RUMSEY,Yolo,Yolo,38.7318,-121.8078,10/10/2004,10/16/2004,CDF,39138,UNDETERMINED
FREDS,Dorado,Folsom,38.678,-121.1761,10/13/2004,10/17/2004,USFS,7700,UI
URUTTA,Madera,Madera Acres,37.0191,-120.0669,5/1/2005,9/15/2005,CDF,435,UNDET.
CLAYTON,Fresno,Fresno,36.7394,-119.7849,5/15/2005,5/16/2005,LOCAL,300,ARSON
BLM #1(APRICOT),Fresno,Fresno,36.7394,-119.7849,5/17/2005,5/17/2005,CDF/BLM,667,CAMPFIRE
MENDOTA,Fresno,Fresno,36.7394,-119.7849,5/17/2005,5/17/2005,LOCAL,800,RAILROAD
JOHNSON RANCH VMP,Riverside,Riverside,33.9534,-117.3962,5/19/2005,6/1/2005,CDF,417,PRESCRIBED
STATE 783 (ELM),Riverside,Riverside,33.9534,-117.3962,6/2/2005,6/4/2005,CDF,300,UNDET.
LEHIGH KERN #7,Tulare,Camp Nelson,36.1427,-118.6093,6/2/2005,6/2/2005,CDF/CC,800,HUMAN
DOS AMIGOS,Merced,Merced,37.303,-120.4844,6/3/2005,6/3/2005,CDF,1232,VEHICLE
SPERRY,Stanislaus,Modesto,37.6391,-120.9969,6/4/2005,6/4/2005,CDF,1330,VEHICLE
FIVE,Fresno,Fresno,36.7394,-119.7849,6/4/2005,6/5/2005,CDF,5514,VEHICLE
VASCO,Contra Costa,Concord,37.9769,-122.0336,6/5/2005,6/5/2005,CDF,320,VEHICLE
CITY (DULCE),San Bernardino,San Bernardino,34.1083,-117.2898,6/6/2005,6/7/2005,LOCAL,625,HUMAN
PIONEER,San Bernardino,San Bernardino,34.1083,-117.2898,6/18/2005,6/19/2005,CDF,1876,UNDET.
SOBOBA,Riverside,Riverside,33.9534,-117.3962,6/22/2005,6/24/2005,CDF,2000,EQUIP. USE
PARADISE,San Bernardino,San Bernardino,34.1083,-117.2898,6/22/2005,6/25/2005,CDF,3082,UNDET.
HACKBERRY ASSIST,San Bernardino,San Bernardino,34.1083,-117.2898,6/22/2005,6/27/2005,NPS,71000,LIGHTNING
BRAGDON,Contra Costa,Concord,37.9769,-122.0336,7/1/2005,7/2/2005,CDF,490,VEHICLE
BAILEY,Madera,Madera Acres,37.0191,-120.0669,7/2/2005,7/2/2005,CDF,1056,UNDET.
ASSIST ORC(YORBA LINDA),Riverside,Riverside,33.9534,-117.3962,7/5/2005,7/5/2005,CDF/CC,1078,HUMAN
"ASSIST ""TOVEY""",Los Angeles,Los Angeles,34.0549,-118.2445,7/5/2005,7/6/2005,CDF/CC,1200,UI
MILLWOOD,Tulare,Camp Nelson,36.1427,-118.6093,7/7/2005,7/7/2005,CDF,2600,ARSON
HIGH,Tulare,Camp Nelson,36.1427,-118.6093,7/9/2005,7/9/2005,CDF/CC,971,UI
SQF NINE(NINE),Tulare,Camp Nelson,36.1427,-118.6093,7/9/2005,7/9/2005,USFS,1150,UI
SIERRA,San Bernardino,San Bernardino,34.1083,-117.2898,7/14/2005,7/15/2005,CDF/CC,525,UI
KRN-25 (CHINA LAKE),Kern,Bakersfield,35.3739,-119.0195,7/19/2005,7/19/2005,BLM,1282,HUMAN
TESLA,Alameda,Pleasanton,37.6624,-121.8747,7/19/2005,7/20/2005,CDF,6744,ARSON
BRUNS,Contra Costa,Concord,37.9769,-122.0336,7/20/2005,7/20/2005,CDF,350,UNDET.
ASSIST(PINYON COMPLEX),Inyo,Bishop,37.365,-118.3947,7/22/2005,7/22/2005,USFS,743,LIGHTNING
ASSIST-KINGSTON,San Bernardino,San Bernardino,34.1083,-117.2898,7/22/2005,7/23/2005,BLM,3500,LIGHTNING
RANCH,Tehama,Red Bluff,40.1785,-122.2359,7/25/2005,7/25/2005,CDF,430,VEHICLE
QUARTZ,Madera,Madera Acres,37.0191,-120.0669,7/25/2005,7/27/2005,CDF,550,EQUIP. USE
KOOPMAN,Alameda,Pleasanton,37.6624,-121.8747,7/26/2005,7/26/2005,CDF,430,ARSON
RED,Tulare,Camp Nelson,36.1427,-118.6093,7/27/2005,7/28/2005,CDF,870,EQUIP. USE
