Fire_Name,County,City,Lat,Lng,Start_Date,End_Date,Agency,Acres,Cause
BASELINE,Placer,Last Chance,39.1113,-120.6247,8/20/2010,8/21/2010,CALFIRE,434,UNDETERMINE
MONTE,San Diego,San Diego,32.7174,-117.1628,8/21/2010,8/23/2010,CAL FIRE,929,UI
POZO,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,8/21/2010,8/22/2010,CALFIRE,1200,UNDETERMINE
CURRY,Contra Costa,Concord,37.9769,-122.0336,8/24/2010,8/31/2010,CALFIRE/CC,375,OTHER
INDIAN,Lake,Lakeport,39.043,-122.9159,8/24/2010,8/26/2010,CALFIRE,450,UNDETERMINE
POST,Kern,Bakersfield,35.3739,-119.0195,8/25/2010,8/28/2010,CALFIRE/CC,1312,UNDETERMINE
BULLARD,Yuba,Yuba City,39.1404,-121.617,8/27/2010,8/31/2010,USFS,1307,HUMAN
COWBOY,San Diego,San Diego,32.7174,-117.1628,9/2/2010,9/7/2010,CAL FIRE,827,UI
CANYON,Kern,Bakersfield,35.3739,-119.0195,9/12/2010,9/19/2010,USFS,9820,HUMAN
WINTERTON,Inyo,Bishop,37.365,-118.3947,3/9/2011,3/9/2011,CALFIRE,395,DEBRIS
CENTER,Inyo,Bishop,37.365,-118.3947,3/18/2011,3/20/2011,CALFIRE,850,UNDETERMINED
METZ,Monterey,King City,36.2127,-121.1261,5/12/2011,5/14/2011,CALFIRE,832,OTHER
COVE,Kern,Bakersfield,35.3739,-119.0195,5/27/2011,5/31/2011,USFS,1122,UI
CATTLEMAN,Monterey,King City,36.2127,-121.1261,5/29/2011,5/29/2011,CALFIRE,382,OTHER
COUGAR,Modoc,Alturas,41.4871,-120.5424,6/8/2011,6/13/2011,USFS,2000,HUMAN
IKEA,Kern,Bakersfield,35.3739,-119.0195,6/12/2011,6/12/2011,LOCAL,640,OTHER
ANTELOPE,Kern,Bakersfield,35.3739,-119.0195,6/19/2011,6/21/2011,LOCAL,5200,UNDETERMINE
QUINN,Kern,Bakersfield,35.3739,-119.0195,6/21/2011,6/22/2011,LOCAL,3154,UNDETERMINE
EASTMAN,Stanislaus,Modesto,37.6391,-120.9969,6/24/2011,6/24/2011,CAL FIRE,330,OTHER
HIGHWAY,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,6/24/2011,6/24/2011,CAL FIRE,387,EQUIPMENT
REST,Merced,Merced,37.303,-120.4844,6/26/2011,6/26/2011,CAL FIRE,575,OTHER
STAGE,Tulare,Camp Nelson,36.1427,-118.6093,6/27/2011,7/2/2011,CALFIRE,1213,EQUIPMENT
SPANISH,Humboldt,Fortuna,40.5974,-124.1561,7/1/2011,7/5/2011,CALFIRE,498,HUMAN
CHRISMAN,San Joaquin,Stockton,37.9577,-121.2908,7/5/2011,7/5/2011,CALFIRE,400,EQUIPMENT
CARBON CANYON,Orange,Lake Forest,33.6469,-117.686,7/7/2011,7/8/2011,LOCAL,508,UNDETERMINE
LION,Tulare,Camp Nelson,36.1427,-118.6093,7/8/2011,10/10/2011,USFS,20500,LIGHTNING
KRISTA,Yuba,Yuba City,39.1404,-121.617,7/9/2011,7/11/2011,CALFIRE,360,EQUIPMENT
GRANITE,Tulare,Camp Nelson,36.1427,-118.6093,7/9/2011,7/12/2011,CALFIRE,780,UNDETERMINED
FLYNN,Alameda,Pleasanton,37.6624,-121.8747,7/14/2011,7/14/2011,CALFIRE,500,EQUIPMENT
SCORPION COMPLEX,Modoc,Alturas,41.4871,-120.5424,7/15/2011,7/18/2011,USFS,2945,UI
FLYNN,Alameda,Pleasanton,37.6624,-121.8747,7/21/2011,7/22/2011,CALFIRE,545,INCENDIARY
EAGLE,San Diego,San Diego,32.7174,-117.1628,7/21/2011,7/29/2011,CALFIRE,14100,INCENDIARY
ROMERO,Merced,Merced,37.303,-120.4844,7/23/2011,7/23/2011,CALFIRE,489,UNDETERMINED
ROMERO,Merced,Merced,37.303,-120.4844,7/23/2011,7/23/2011,CALFIRE,489,UNDETERMINE
AVALANCHE,Mariposa,Yosemite Valley,37.7344,-119.6065,7/31/2011,10/1/2011,NPS,817,LIGHTNING
PASS,Mendocino,Willits,39.4096,-123.3556,8/3/2011,8/7/2011,CALFIRE,616,EQUIPMENT
GILMAN,Riverside,Riverside,33.9534,-117.3962,8/6/2011,8/7/2011,CALFIRE,945,UNDETERMINE
KNOXVILLE,NAPA,Napa,38.2971,-122.2856,8/13/2011,8/15/2011,CALFIRE,506,UNDETERMINE
ANNIE,Modoc,Alturas,41.4871,-120.5424,8/18/2011,8/21/2011,USFS,2076,UI
ONION,Siskiyou,Yreka,41.7326,-122.6378,8/19/2011,9/10/2011,USFS,562,LIGHTNING
KEN,San Bernardino,San Bernardino,34.1083,-117.2898,8/22/2011,8/24/2011,USFS,373,UI
MOTOR,Mariposa,Yosemite Valley,37.7344,-119.6065,8/25/2011,9/4/2011,USFS,5231,
OASIS,Los Angeles,Los Angeles,34.0549,-118.2445,8/27/2011,8/30/2011,LAC,355,UI
BEACON,Solano,Fairfield,38.2494,-122.04,8/27/2011,8/27/2011,CALFIRE,715,UI
WELLS,San Bernardino,San Bernardino,34.1083,-117.2898,8/28/2011,8/31/2011,USFS,1723,LIGHTNING
KELLER,Riverside,Riverside,33.9534,-117.3962,8/29/2011,8/31/2011,CALFIRE,458,EQUIPMENT
HILL,San Bernardino,San Bernardino,34.1083,-117.2898,9/2/2011,9/8/2011,CALFIRE,1135,UNDETERMINE
FIGUEROA,Santa Barbara,Santa Barbara,34.4221,-119.7027,9/3/2011,9/5/2011,LOCAL,698,UI
SODA,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,9/3/2011,9/4/2011,CALFIRE,1528,EQUIPMENT
WILLOWS,Tulare,Camp Nelson,36.1427,-118.6093,9/4/2011,9/7/2011,USFS,310,UI
ROADRUNNER,Tulare,Camp Nelson,36.1427,-118.6093,9/4/2011,9/5/2011,CALFIRE,335,UNDETERMINED
CANYON,Kern,Bakersfield,35.3739,-119.0195,9/4/2011,9/11/2011,LOCAL,14585,EQUIPMENT
WAGON WHEEL,Los Angeles,Los Angeles,34.0549,-118.2445,9/5/2011,9/6/2011,LOCAL,500,UI
MILTON,San Joaquin,Stockton,37.9577,-121.2908,9/9/2011,9/11/2011,CALFIRE,1122,LIGHTNING
KEENE COMPLEX,Kern,Bakersfield,35.3739,-119.0195,9/10/2011,9/14/2011,LOCAL,2577,LIGHTNING
BRECKENRIDGE COMPLEX,Kern,Bakersfield,35.3739,-119.0195,9/10/2011,9/17/2011,LOCAL,25213,LIGHTNING
COMANCHE COMPLEX,Kern,Bakersfield,35.3739,-119.0195,9/10/2011,9/17/2011,LOCAL,29338,LIGHTNING
TENNESSEE,Tulare,Camp Nelson,36.1427,-118.6093,9/11/2011,9/12/2011,CALFIRE,380,LIGHTNING
LONG,El Dorado,Diamond Springs,38.6946,-120.815,9/13/2011,10/1/2011,USFS,483,LIGHTNING
TAMARACK,Mariposa,Yosemite Valley,37.7344,-119.6065,9/13/2011,10/17/2011,NPS,1011,LIGHTNING
JOHN,Inyo,Bishop,37.365,-118.3947,9/13/2011,9/16/2011,CALFIRE,5300,EQUIPMENT
BURST COMPLEX,Tuolumne,Tuolumne,37.9608,-120.2375,9/15/2011,9/15/2011,USFS,508,LIGHTNING
MINT,Los Angeles,Los Angeles,34.0549,-118.2445,9/17/2011,9/18/2011,LOCA L,634,UI
TUU SEPT.. LIGHTNING,Tulare,Camp Nelson,36.1427,-118.6093,9/23/2011,9/25/2011,CALFIRE,350,LIGHTNING
OLD FIRE,Kern,Bakersfield,35.3739,-119.0195,9/23/2011,9/24/2011,LOCAL,410,LIGHTNING
RUTH,Trinity,Hayfork,40.5543,-123.1831,9/23/2011,9/28/2011,USFS,1460,UI
65 FIRE,Kern,Bakersfield,35.3739,-119.0195,9/23/2011,9/23/2011,LOCAL,2005,LIGHTNING
WINDY POINT,Riverside,Riverside,33.9534,-117.3962,9/25/2011,9/26/2011,USFS,541,UI
BUCKEYE,Mono,Mammoth Lakes,37.6433,-118.9669,9/25/2011,9/27/2011,LOCAL,1140,LIGHTNING
GREAT,San Diego,San Diego,32.7174,-117.1628,10/1/2011,10/7/2011,CALFIRE,2135,UNDETERMINED
ENF WIND COMPLEX,El Dorado,Diamond Springs,38.6946,-120.815,12/1/2011,12/1/2011,USFS,541,HUMAN
BLUE,Tuolumne,Tuolumne,37.9608,-120.2375,12/1/2011,12/6/2011,CALFIRE,735,UI
RIVER,Mariposa,Yosemite Valley,37.7344,-119.6065,5/18/2012,5/22/2012,CALFIRE,320,UNDETERMINED
BANNER 4,San Diego,San Diego,32.7174,-117.1628,5/24/2012,5/29/2012,CAL FIRE,5320,UNDETERMINED
BILLY,Merced,Merced,37.303,-120.4844,5/31/2012,5/31/2012,CAL FIRE,434,ELECTRICAL
5 MILE,Los Angeles,Los Angeles,34.0549,-118.2445,6/8/2012,6/9/2012,CAL FIRE,525,EQUIPMENT
LASSEN,Fresno,Fresno,36.7394,-119.7849,6/12/2012,6/13/2012,CALFIRE,418,UNDETERMINED
GAINES,Mariposa,Yosemite Valley,37.7344,-119.6065,6/12/2012,6/14/2012,CAL FIRE,1700,ELECTRICAL
OZENA,Ventura,Ventura,34.2783,-119.2932,6/16/2012,6/17/2012,USFS,361,UI
CASCADE,Mariposa,Yosemite Valley,37.7344,-119.6065,6/16/2012,11/26/2012,NPS,1705,LIGHTNING
HIGHLAND,Riverside,Riverside,33.9534,-117.3962,6/16/2012,6/18/2012,CAL FIRE,2171,UNDETERMINED
VIEW,Riverside,Riverside,33.9534,-117.3962,6/17/2012,6/18/2012,CAL FIRE,375,ELECTRICAL
OLD 2,San Diego,San Diego,32.7174,-117.1628,6/17/2012,6/20/2012,CAL FIRE,995,UNDETERMINED
GULCH,Kern,Bakersfield,35.3739,-119.0195,6/19/2012,6/21/2012,USFS,385,HUMAN
HILL,Ventura,Ventura,34.2783,-119.2932,6/23/2012,6/27/2012,USFS,689,UI
DALE,Shasta,Shasta Lake,40.68,-122.3627,7/5/2012,7/7/2012,CALFIRE,1083,UNDETERMINED
FISH,Inyo,Bishop,37.365,-118.3947,7/7/2012,7/9/2012,CAL FIRE,1103,UNDETERMINED
MILL,Colusa,Colusa,39.2141,-122.0093,7/7/2012,7/18/2012,USFS,29502,UI
SITES,Colusa,Colusa,39.2141,-122.0093,7/8/2012,7/9/2012,CAL FIRE,365,UNDETERMINED
GRAPEVINE,Colusa,Colusa,39.2141,-122.0093,7/8/2012,7/12/2012,CAL FIRE,1870,UNDETERMINED
RAIL,Colusa,Colusa,39.2141,-122.0093,7/9/2012,7/12/2012,CAL FIRE,1870,UNDETERMINED
TURKEY,Monterey,King City,36.2127,-121.1261,7/9/2012,7/10/2012,CAL FIRE,2529,EQUIPMENT
SEVEN,Tuolumne,Tuolumne,37.9608,-120.2375,7/10/2012,7/11/2012,CAL FIRE,840,UNDETERMINED
FLAT,Trinity,Hayfork,40.5543,-123.1831,7/11/2012,7/17/2012,USFS,1688,UI
ROBBERS,Placer,Last Chance,39.1113,-120.6247,7/11/2012,7/21/2012,CALFIRE,2650,ARSON
WOODS CREEK,Fresno,Fresno,36.7394,-119.7849,7/15/2012,7/21/2012,USFS,325,LIGHTNING
CALF,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,7/16/2012,7/18/2012,CALFIRE,640,EQUIPMENT
SAND,Kern,Bakersfield,35.3739,-119.0195,7/17/2012,7/19/2012,CALFIRE,1428,EQUIPMENT
SPANISH,Lassen,Susanville,40.4163,-120.6531,7/18/2012,7/21/2012,USFS,1169,N/A
FOREST,Yolo,Yolo,38.7318,-121.8078,7/21/2012,7/24/2012,CALFIRE,520,EQUIPMENT
READING,Shasta,Shasta Lake,40.68,-122.3627,7/23/2012,8/21/2012,NPS,28079,LIGHTNING
PASKENTA,Tehama,Red Bluff,40.1785,-122.2359,7/25/2012,7/25/2012,CALFIRE,300,VEHICLE
GRAPE,Kern,Bakersfield,35.3739,-119.0195,7/28/2012,7/29/2012,CALFIRE,370,UNDETERMINED
NORTH,Mendocino,Willits,39.4096,-123.3556,7/28/2012,7/30/2012,CALFIRE,383,UNDETERMINED
PEAK,Plumas,East Quincy,39.9341,-120.8981,7/29/2012,8/2/2012,USFS,800,UI
CHIPS,Plumas,East Quincy,39.9341,-120.8981,7/29/2012,8/31/2012,USFS,75217,UI
VOLCANO,Riverside,Riverside,33.9534,-117.3962,8/1/2012,8/5/2012,CALFIRE,356,EQUIPMENT
SALT CREEK,Shasta,Shasta Lake,40.68,-122.3627,8/1/2012,8/4/2012,USFS,980,UI
DILLON,Siskiyou,Yreka,41.7326,-122.6378,8/3/2012,8/7/2012,USFS,318,HUMAN
RUSHMORE,Riverside,Riverside,33.9534,-117.3962,8/4/2012,8/4/2012,CALFIRE,1000,UNDETERMINED
PIUTE COMLEX,Kern,Bakersfield,35.3739,-119.0195,8/4/2012,8/11/2012,USFS,1783,LIGHTNING
BEAR,Fresno,Fresno,36.7394,-119.7849,8/5/2012,8/12/2012,USFS,835,LIGHTNING
LAKE COMPLEX,Modoc,Alturas,41.4871,-120.5424,8/5/2012,8/9/2012,USFS,1668,LIGHTNING
FORT COMPLEX,Siskiyou,Yreka,41.7326,-122.6378,8/5/2012,9/10/2012,USFS,23653,LIGHTNING
BARRYPOINT (CA LAND),Modoc,Alturas,41.4871,-120.5424,8/6/2012,8/28/2012,USFS,38394,LIGHTNING
INDIAN,Mono,Mammoth Lakes,37.6433,-118.9669,8/8/2012,8/15/2012,USFS,12574,LIGHTNING
CHIHUAHUA 2,San Diego,San Diego,32.7174,-117.1628,8/9/2012,8/12/2012,CALFIRE,2006,LIGHTNING
SOUTH COMPLEX,Inyo,Bishop,37.365,-118.3947,8/10/2012,10/16/2012,USFS,453,LIGHTNING
JAWBONE COMPLEX,Kern,Bakersfield,35.3739,-119.0195,8/10/2012,8/22/2012,NPS/BLM,1218,LIGHTNING
RAMSEY,Calaveras,Angels Camp,38.0683,-120.5397,8/11/2012,8/31/2012,USFS,1137,CAMPFIRE
WYE,Colusa,Colusa,39.2141,-122.0093,8/12/2012,8/18/2012,CALFIRE,2934,UNDETERMINED
WALKER,Colusa,Colusa,39.2141,-122.0093,8/12/2012,8/14/2012,CALFIRE,5000,UNDETERMINED
RUSH,Lassen,Susanville,40.4163,-120.6531,8/12/2012,8/31/2012,NPS/BLM,271911,LIGHTNING
MILL,Tehama,Red Bluff,40.1785,-122.2359,8/13/2012,8/23/2012,CALFIRE,1641,ARSON
VALLECITO LIGHTNING COMPLEX,San Diego,San Diego,32.7174,-117.1628,8/13/2012,8/20/2012,CALFIRE,22829,LIGHTNING
BUCK,Riverside,Riverside,33.9534,-117.3962,8/14/2012,8/18/2012,CALFIRE,2681,LIGHTNING
NELSON (W-1),Modoc,Alturas,41.4871,-120.5424,8/17/2012,8/21/2012,NPS/BLM,3661,LIGHTNING
BAGLEY COMPLEX,Shasta,Shasta Lake,40.68,-122.3627,8/18/2012,8/22/2012,NPS,1000,LIGHTNING
PONDEROSA,Tehama,Red Bluff,40.1785,-122.2359,8/18/2012,9/2/2012,CALFIRE,27676,LIGHTNING
NORTH PASS,Mendocino,Willits,39.4096,-123.3556,8/18/2012,9/1/2012,USFS,41983,LIGHTNING
BAGLEY,Shasta,Shasta Lake,40.68,-122.3627,8/18/2012,9/1/2012,USFS,46011,LIGHTNING
VISTA,Riverside,Riverside,33.9534,-117.3962,8/20/2012,8/21/2012,CALFIRE,500,EQUIPMENT
ANTELOPE,Modoc,Alturas,41.4871,-120.5424,8/21/2012,8/25/2012,NPS,650,LIGHTNING
WILLIAMS,Los Angeles,Los Angeles,34.0549,-118.2445,9/2/2012,9/11/2012,USFS,4192,UI
SIXTEEN COMPLEX,Colusa,Colusa,39.2141,-122.0093,9/4/2012,9/11/2012,CALFIRE,19000,UNDETERMINED
STAFFORD,Trinity,Hayfork,40.5543,-123.1831,9/5/2012,9/13/2012,USFS,4407,UI
LIKELY,Lassen,Susanville,40.4163,-120.6531,9/5/2012,9/14/2012,USFS,9838,HUMAN
SCOTTS,Lake,Lakeport,39.043,-122.9159,9/7/2012,9/14/2012,CALFIRE,4517,CAMPFIRE
WARD,Shasta,Shasta Lake,40.68,-122.3627,9/11/2012,9/14/2012,USFS,550,UI
SHOCKEY,San Diego,San Diego,32.7174,-117.1628,9/23/2012,9/27/2012,CAL FIRE,2555,UNDETERMINED
RANGE,Riverside,Riverside,33.9534,-117.3962,9/29/2012,10/1/2012,CAL FIRE,351,MISC
TWENTY NINE,Lake,Lakeport,39.043,-122.9159,10/18/2012,10/21/2012,CAL FIRE,300,ELECTRICAL
DEVORE,San Bernardino,San Bernardino,34.1083,-117.2898,11/5/2012,11/6/2012,USFS,335,UI
BECKS,Lake,Lakeport,39.043,-122.9159,1/22/2013,1/23/2013,CAL FIRE,335,DEBRIS BURNING
RIVER,Inyo,Bishop,37.365,-118.3947,2/24/2013,2/28/2013,CAL FIRE,407,VEHICLE
JURUPA,Riverside,Riverside,33.9534,-117.3962,2/28/2013,3/2/2013,CAL FIRE,300,UNDETERMINED
SUMMIT,Riverside,Riverside,33.9534,-117.3962,5/1/2013,5/4/2013,CAL FIRE,2956,UNDETERMINED
PANTHER,Tehama,Red Bluff,40.1785,-122.2359,5/1/2013,5/9/2013,CALFIRE,6896,HUMAN
SPRINGS,Ventura,Ventura,34.2783,-119.2932,5/2/2013,5/9/2013,CC,24251,UI
FOSTER,Mendocino,Willits,39.4096,-123.3556,5/3/2013,5/5/2013,CAL FIRE,300,DEBRIS BURNING
TRES PINOS,San Benito,Pinnacles,36.5308,-121.1452,5/3/2013,5/4/2013,CAL FIRE,354,EQUIPMENT
GORGONIO,Riverside,Riverside,33.9534,-117.3962,5/4/2013,5/4/2013,CAL FIRE,650,UNDETERMINED
GRAND,Kern,Bakersfield,35.3739,-119.0195,5/15/2013,5/22/2013,USFS,4346,UI
LAKE,Los Angeles,Los Angeles,34.0549,-118.2445,5/17/2013,5/20/2013,CC,712,HUMAN
FELIPE,San Diego,San Diego,32.7174,-117.1628,5/23/2013,5/29/2013,CAL FIRE,2650,HUMAN
RIVER,Merced,Merced,37.303,-120.4844,5/26/2013,5/27/2013,CAL FIRE,450,HUMAN
GENERAL,San Diego,San Diego,32.7174,-117.1628,5/26/2013,5/31/2013,CAL FIRE,2500,HUMAN
WHITE,Santa Barbara,Santa Barbara,34.4221,-119.7027,5/27/2013,6/5/2013,USFS,1984,HUMAN
SHELTON,San Joaquin,Stockton,37.9577,-121.2908,5/30/2013,5/30/2013,CAL FIRE,303,EQUIPMENT
POWERHOUSE,Los Angeles,Los Angeles,34.0549,-118.2445,5/30/2013,6/10/2013,USFS,30274,UI
BRANCH,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,6/1/2013,6/4/2013,USFS,486,UI
ROLLING,Madera,Madera Acres,37.0191,-120.0669,6/16/2013,6/18/2013,CAL FIRE,480,VEHICLE
CARSTENS,Mariposa,Yosemite Valley,37.7344,-119.6065,6/16/2013,6/26/2013,USFS,1708,HUMAN
MILL,San Bernardino,San Bernardino,34.1083,-117.2898,6/28/2013,7/2/2013,CAL FIRE,534,HUMAN
KIRKER,Contra Costa,Concord,37.9769,-122.0336,7/1/2013,7/2/2013,CAL FIRE,492,ELECTRICAL POWER
FOX,Modoc,Alturas,41.4871,-120.5424,7/3/2013,7/7/2013,CAL FIRE,502,LIGHTNING
CHARIOT,San Diego,San Diego,32.7174,-117.1628,7/6/2013,7/15/2013,CAL FIRE,7055,UNDETERMINED
KYBURZ,El Dorado,Diamond Springs,38.6946,-120.815,7/8/2013,7/11/2013,USFS,572,HUMAN
MOUNTAIN,Riverside,Riverside,33.9534,-117.3962,7/15/2013,7/31/2013,CAL FIRE,27531,ELECTRICAL POWER
RANCHO,Kern,Bakersfield,35.3739,-119.0195,7/19/2013,7/22/2013,CC,500,UNDETERMINED
ASPEN,Fresno,Fresno,36.7394,-119.7849,7/22/2013,9/8/2013,USFS,22992,LIGHTNING
WATER,Kern,Bakersfield,35.3739,-119.0195,7/23/2013,7/25/2013,CC,612,HUMAN
DANCE,Humboldt,Fortuna,40.5974,-124.1561,7/29/2013,8/2/2013,USFS,577,UI
FORKS COMPLEX,Siskiyou,Yreka,41.7326,-122.6378,7/31/2013,10/1/2013,USFS,37246,HUMAN
POWER,Tuolumne,Tuolumne,37.9608,-120.2375,8/5/2013,8/13/2013,USFS,1070,UI
FALLS,Riverside,Riverside,33.9534,-117.3962,8/5/2013,8/9/2013,USFS,1383,UI
SILVER,Riverside,Riverside,33.9534,-117.3962,8/7/2013,8/15/2013,CAL FIRE,20292,UNDETERMINED
CORRAL COMPLEX,Humboldt,Fortuna,40.5974,-124.1561,8/10/2013,10/2/2013,USFS,12503,LIGHTNING
AMERICAN,Placer,Last Chance,39.1113,-120.6247,8/11/2013,8/29/2013,USFS,27440,UI
SWEDES,Butte,Paradise,39.7596,-121.622,8/16/2013,8/22/2013,CAL FIRE,2264,EQUIPMENT
RIM,Tuolumne,Tuolumne,37.9608,-120.2375,8/17/2013,10/27/2013,USFS,257314,UI
HOUGH COMPLEX,Plumas,East Quincy,39.9341,-120.8981,8/18/2013,8/24/2013,USFS,513,LIGHTNING
SHIRLEY COMPLEX,Kern,Bakersfield,35.3739,-119.0195,8/18/2013,8/22/2013,USFS,794,LIGHTNING
GOBBLERS,San Bernardino,San Bernardino,34.1083,-117.2898,8/20/2013,8/30/2013,USFS,413,LIGHTNING
MISSION,Monterey,King City,36.2127,-121.1261,8/22/2013,8/25/2013,USFS,4500,HUMAN
WINDY PEAK,Fresno,Fresno,36.7394,-119.7849,8/23/2013,10/20/2013,USFS,681,LIGHTNING
FISH,Tulare,Camp Nelson,36.1427,-118.6093,8/23/2013,9/5/2013,USFS,2060,LIGHTNING
DEER,Tehama,Red Bluff,40.1785,-122.2359,8/23/2013,8/29/2013,CAL FIRE,11429,ELECTRICAL POWER
MORGAN,Contra Costa,Concord,37.9769,-122.0336,9/8/2013,9/14/2013,CAL FIRE,3100,HUMAN
CLOVER,Shasta,Shasta Lake,40.68,-122.3627,9/9/2013,9/15/2013,CAL FIRE,8073,UNDETERMINED
PUTAH,NAPA,Napa,38.2971,-122.2856,10/3/2013,10/4/2013,CAL FIRE,376,UNDETERMINED
SUMMIT,Butte,Paradise,39.7596,-121.622,10/4/2013,10/5/2013,CAL FIRE,305,MISCELLANEOUS
DELUZ,San Diego,San Diego,32.7174,-117.1628,10/5/2013,10/9/2013,DOD,2236,UI
MCCABE,Sonoma,Sonoma,38.2931,-122.4577,11/22/2013,11/28/2013,CAL FIRE,3505,ELECTRICAL POWER
HIGHGLADE,Lake,Lakeport,39.043,-122.9159,11/23/2013,11/29/2013,USFS,305,UI
PFEIFFER,Monterey,King City,36.2127,-121.1261,12/16/2013,12/20/2013,USFS,917,UI
CAMPBELL,Tehama,Red Bluff,40.1785,-122.2359,1/2/2014,1/10/2014,USFS,865,HUMAN
RED,Humboldt,Fortuna,40.5974,-124.1561,1/4/2014,1/12/2014,CAL FIRE,333,DEBRIS BURNING
SODA,Tulare,Camp Nelson,36.1427,-118.6093,1/14/2014,4/19/2014,USFS,1612,UNDETERMINED
COLBY,Los Angeles,Los Angeles,34.0549,-118.2445,1/16/2014,1/24/2014,USFS,1952,UNDETERMINED
PIERCE,Riverside,Riverside,33.9534,-117.3962,3/15/2014,3/16/2014,LOCAL,350,ARSON
ETIWANDA,San Bernardino,San Bernardino,34.1083,-117.2898,4/30/2014,5/1/2014,USFS,2200,HUMAN
MIGUELITO,Santa Barbara,Santa Barbara,34.4221,-119.7027,5/13/2014,5/16/2014,LOCAL,632,UNDETERMINED
BERNARDO,San Diego,San Diego,32.7174,-117.1628,5/13/2014,5/21/2014,LOCAL,1548,EQUIPMENT USE
POINSETTIA,San Diego,San Diego,32.7174,-117.1628,5/14/2014,5/17/2014,LOCAL,600,UNDETERMINED
SAN DIEGO COMPLEX,San Diego,San Diego,32.7174,-117.1628,5/14/2014,5/22/2014,CAL FIRE,2438,UNDETERMINED
BASILONE COMPLEX,San Diego,San Diego,32.7174,-117.1628,5/17/2014,5/19/2014,MIL,21240,UNDETERMINED
HUNTER,Mariposa,Yosemite Valley,37.7344,-119.6065,5/26/2014,6/4/2014,CAL FIRE,677,UNDETERMINED
59,Tuolumne,Tuolumne,37.9608,-120.2375,6/4/2014,6/9/2014,CAL FIRE,402,VEHICLE
SHIRLEY,Kern,Bakersfield,35.3739,-119.0195,6/13/2014,6/21/2014,USFS,2545,UNDETERMINED
GUN CLUB,Merced,Merced,37.303,-120.4844,6/19/2014,6/19/2014,CAL FIRE,400,DEBRIS BURNING
STONY,Monterey,King City,36.2127,-121.1261,6/19/2014,6/22/2014,MIL,4840,HUMAN
MODOC JULY COMPLEX,Modoc,Alturas,41.4871,-120.5424,7/1/2014,7/7/2014,USFS,2566,LIGHTNING
BUTTS,NAPA,Napa,38.2971,-122.2856,7/1/2014,7/10/2014,CAL FIRE,4300,EQUIPMENT USE
MONTICELLO,Yolo,Yolo,38.7318,-121.8078,7/4/2014,7/13/2014,CAL FIRE,6488,HUMAN
NICOLLS,Kern,Bakersfield,35.3739,-119.0195,7/11/2014,7/19/2014,USFS,1680,UNDETERMINED
BULLY,Shasta,Shasta Lake,40.68,-122.3627,7/11/2014,7/23/2014,CAL FIRE,12661,VEHICLE
DARK HOLE,Mariposa,Yosemite Valley,37.7344,-119.6065,7/16/2014,8/20/2014,NPS,1077,LIGHTNING
GUN CLUB,Merced,Merced,37.303,-120.4844,7/24/2014,8/2/2014,CAL FIRE,422,HUMAN
SAND,El Dorado,Diamond Springs,38.6946,-120.815,7/25/2014,8/3/2014,CAL FIRE,4240,VEHICLE
KELLEY,Merced,Merced,37.303,-120.4844,7/26/2014,7/26/2014,CAL FIRE,1000,UNDETERMINED
EL PORTAL,Mariposa,Yosemite Valley,37.7344,-119.6065,7/26/2014,8/4/2014,NPS,4689,UNDETERMINED
FRENCH,Madera,Madera Acres,37.0191,-120.0669,7/28/2014,8/18/2014,USFS,13838,HUMAN
WEB,Butte,Paradise,39.7596,-121.622,7/29/2014,8/27/2014,CAL FIRE,378,EQUIPMENT USE
COFFEE COMPLEX,Trinity,Hayfork,40.5543,-123.1831,7/30/2014,8/31/2014,USFS,6258,LIGHTNING
LODGE COMPLEX,Mendocino,Willits,39.4096,-123.3556,7/30/2014,9/21/2014,CAL FIRE,12535,LIGHTNING
DAY,Modoc,Alturas,41.4871,-120.5424,7/30/2014,8/13/2014,CAL FIRE,13153,LIGHTNING
KNF BEAVER,Siskiyou,Yreka,41.7326,-122.6378,7/30/2014,8/30/2014,USFS,32496,LIGHTNING
BALD,Shasta,Shasta Lake,40.68,-122.3627,7/30/2014,8/16/2014,USFS,39736,LIGHTNING
LITTLE DEER,Siskiyou,Yreka,41.7326,-122.6378,7/31/2014,8/11/2014,USFS,5503,LIGHTNING
EILER,Shasta,Shasta Lake,40.68,-122.3627,7/31/2014,8/24/2014,USFS,32416,UNDETERMINED
JULY COMPLEX,Siskiyou,Yreka,41.7326,-122.6378,8/3/2014,9/25/2014,USFS,50042,LIGHTNING
THIRTY ONE 2,Yolo,Yolo,38.7318,-121.8078,8/9/2014,8/9/2014,CAL FIRE,370,VEHICLE
HAPPY CAMP COMPLEX,Siskiyou,Yreka,41.7326,-122.6378,8/14/2014,10/31/2014,USFS,134056,LIGHTNING
MEADOW,Mariposa,Yosemite Valley,37.7344,-119.6065,8/15/2014,9/29/2014,NPS,4772,UNDETERMINED
JUNCTION,Madera,Madera Acres,37.0191,-120.0669,8/18/2014,8/25/2014,CAL FIRE,612,UNDETERMINED
WAY,Kern,Bakersfield,35.3739,-119.0195,8/18/2014,8/28/2014,USFS,4045,UNDETERMINED
